title,rating,url
Pace Guest House,4.2,https://www.google.com/travel/hotels/Sliema%20Center/entity/ChoI7d37ldb81NuIARoNL2cvMTFidzdkOTI2MBAB?utm_campaign=sharing&utm_medium=link&utm_source=htls&hrf=CgUIlgEQACIDRVVSKhYKBwjkDxALGAcSBwjkDxALGAgYASgAsAEAWAFoAZoBNhINU2xpZW1hIENlbnRlcholMHgxMzBlNDUzZWI2MzJkODQzOjB4NjJkYmE5MmUyYTc3ODg3N6IBEwoJL20vMDVmN3B0EgZTbGllbWE&rp=SAI&ap=EgNDREEwA2gA&ved=0CJMBEMr3BGoYChMIyOrd_5LV7AIVAAAAAB0AAAAAEPoG
Hostel 94,3.8,https://www.google.com/travel/hotels/Sliema%20Center/entity/ChkI98Lq5MzkifxrGg0vZy8xMWI2ZDFyMndoEAE?utm_campaign=sharing&utm_medium=link&utm_source=htls&hrf=CgUIlgEQACIDRVVSKhYKBwjkDxALGAcSBwjkDxALGAgYASgAsAEAWAFoAZoBNhINU2xpZW1hIENlbnRlcholMHgxMzBlNDUzZWI2MzJkODQzOjB4NjJkYmE5MmUyYTc3ODg3N6IBEwoJL20vMDVmN3B0EgZTbGllbWE&rp=SAI&ap=EgNDREEwA2gA&ved=0CKcBEMr3BGoYChMIyOrd_5LV7AIVAAAAAB0AAAAAEPoG
AM Apartments,3.7,https://www.google.com/travel/hotels/Sliema%20Center/entity/ChcIp9i47eqvtdVEGgsvZy8xdGZ6N2RqeRAB?utm_campaign=sharing&utm_medium=link&utm_source=htls&hrf=CgUIlgEQACIDRVVSKhYKBwjkDxALGAcSBwjkDxALGAgYASgAsAEAWAFoAZoBNhINU2xpZW1hIENlbnRlcholMHgxMzBlNDUzZWI2MzJkODQzOjB4NjJkYmE5MmUyYTc3ODg3N6IBEwoJL20vMDVmN3B0EgZTbGllbWE&rp=SAI&ap=EgNDREEwA2gA&ved=0CL8BEMr3BGoYChMIyOrd_5LV7AIVAAAAAB0AAAAAEPoG
Hostel Jones,3.9,https://www.google.com/travel/hotels/Sliema%20Center/entity/ChgI74CZmNfp9ad5GgwvZy8xMWgwODRicF8QAQ?utm_campaign=sharing&utm_medium=link&utm_source=htls&hrf=CgUIlgEQACIDRVVSKhYKBwjkDxALGAcSBwjkDxALGAgYASgAsAEAWAFoAZoBNhINU2xpZW1hIENlbnRlcholMHgxMzBlNDUzZWI2MzJkODQzOjB4NjJkYmE5MmUyYTc3ODg3N6IBEwoJL20vMDVmN3B0EgZTbGllbWE&rp=SAI&ap=EgNDREEwA2gA&ved=0CNMBEMr3BGoYChMIyOrd_5LV7AIVAAAAAB0AAAAAEPoG
Central Sliema Affordable Apartment,4.0,https://www.google.com/travel/hotels/Sliema%20Center/entity/ChgIp_HXpIK2sZuLARoLL2cvMXRmMTJzdzQQAQ?utm_campaign=sharing&utm_medium=link&utm_source=htls&hrf=CgUIlgEQACIDRVVSKhYKBwjkDxALGAcSBwjkDxALGAgYASgAsAEAWAFoAZoBNhINU2xpZW1hIENlbnRlcholMHgxMzBlNDUzZWI2MzJkODQzOjB4NjJkYmE5MmUyYTc3ODg3N6IBEwoJL20vMDVmN3B0EgZTbGllbWE&rp=SAI&ap=EgNDRHcwA2gA&ved=0CAkQyvcEahgKEwjI6t3_ktXsAhUAAAAAHQAAAAAQswg
AM Hostel,4.3,https://www.google.com/travel/hotels/Sliema%20Center/entity/ChkInv2SwLfL_tARGg0vZy8xMWhfX2oxeWR0EAE?utm_campaign=sharing&utm_medium=link&utm_source=htls&hrf=CgUIlgEQACIDRVVSKhYKBwjkDxALGAcSBwjkDxALGAgYASgAsAEAWAFoAZoBNhINU2xpZW1hIENlbnRlcholMHgxMzBlNDUzZWI2MzJkODQzOjB4NjJkYmE5MmUyYTc3ODg3N6IBEwoJL20vMDVmN3B0EgZTbGllbWE&rp=SAI&ap=EgNDRHcwA2gA&ved=0CBQQyvcEahgKEwjI6t3_ktXsAhUAAAAAHQAAAAAQswg
CityDacha,4.7,https://www.google.com/travel/hotels/Sliema%20Center/entity/ChoIybqf86KyqaPHARoNL2cvMTFkXzhndHNyXxAB?utm_campaign=sharing&utm_medium=link&utm_source=htls&hrf=CgUIlgEQACIDRVVSKhYKBwjkDxALGAcSBwjkDxALGAgYASgAsAEAWAFoAZoBNhINU2xpZW1hIENlbnRlcholMHgxMzBlNDUzZWI2MzJkODQzOjB4NjJkYmE5MmUyYTc3ODg3N6IBEwoJL20vMDVmN3B0EgZTbGllbWE&rp=SAI&ap=EgNDRHcwA2gA&ved=0CCYQyvcEahgKEwjI6t3_ktXsAhUAAAAAHQAAAAAQswg
Athena Boutique Hostel,3.9,https://www.google.com/travel/hotels/Sliema%20Center/entity/ChkI-MrwoIWjgYt_Gg0vZy8xMWg1NWJ4cDh5EAE?utm_campaign=sharing&utm_medium=link&utm_source=htls&hrf=CgUIlgEQACIDRVVSKhYKBwjkDxALGAcSBwjkDxALGAgYASgAsAEAWAFoAZoBNhINU2xpZW1hIENlbnRlcholMHgxMzBlNDUzZWI2MzJkODQzOjB4NjJkYmE5MmUyYTc3ODg3N6IBEwoJL20vMDVmN3B0EgZTbGllbWE&rp=SAI&ap=EgNDRHcwA2gA&ved=0CDgQyvcEahgKEwjI6t3_ktXsAhUAAAAAHQAAAAAQswg
Time Flies B&B,4.6,https://www.google.com/travel/hotels/Sliema%20Center/entity/ChkIotWbgPHi97iYARoML2cvMXMwNGM3X2prEAE?utm_campaign=sharing&utm_medium=link&utm_source=htls&hrf=CgUIlgEQACIDRVVSKhYKBwjkDxALGAcSBwjkDxALGAgYASgAsAEAWAFoAZoBNhINU2xpZW1hIENlbnRlcholMHgxMzBlNDUzZWI2MzJkODQzOjB4NjJkYmE5MmUyYTc3ODg3N6IBEwoJL20vMDVmN3B0EgZTbGllbWE&rp=SAI&ap=EgNDRHcwA2gA&ved=0CFEQyvcEahgKEwjI6t3_ktXsAhUAAAAAHQAAAAAQswg
The Crown Apts.,4.7,https://www.google.com/travel/hotels/Sliema%20Center/entity/ChkI6dTtlK-8krMEGg0vZy8xMWc5cTZjZjBwEAE?utm_campaign=sharing&utm_medium=link&utm_source=htls&hrf=CgUIlgEQACIDRVVSKhYKBwjkDxALGAcSBwjkDxALGAgYASgAsAEAWAFoAZoBNhINU2xpZW1hIENlbnRlcholMHgxMzBlNDUzZWI2MzJkODQzOjB4NjJkYmE5MmUyYTc3ODg3N6IBEwoJL20vMDVmN3B0EgZTbGllbWE&rp=SAI&ap=EgNDRHcwA2gA&ved=0CGUQyvcEahgKEwjI6t3_ktXsAhUAAAAAHQAAAAAQswg
Simon's Apartments Sliema,4.1,https://www.google.com/travel/hotels/Sliema%20Center/entity/ChoI_aaax8L-pszsARoNL2cvMTFmNHd2NTZ4MhAB?utm_campaign=sharing&utm_medium=link&utm_source=htls&hrf=CgUIlgEQACIDRVVSKhYKBwjkDxALGAcSBwjkDxALGAgYASgAsAEAWAFoAZoBNhINU2xpZW1hIENlbnRlcholMHgxMzBlNDUzZWI2MzJkODQzOjB4NjJkYmE5MmUyYTc3ODg3N6IBEwoJL20vMDVmN3B0EgZTbGllbWE&rp=SAI&ap=EgNDRHcwA2gA&ved=0CG8QyvcEahgKEwjI6t3_ktXsAhUAAAAAHQAAAAAQswg
NSTS Hibernia Residence & Hostel,2.8,https://www.google.com/travel/hotels/Sliema%20Center/entity/ChkIv6bNvLm_3KsdGg0vZy8xMWM1YnlrNWQ4EAE?utm_campaign=sharing&utm_medium=link&utm_source=htls&hrf=CgUIlgEQACIDRVVSKhYKBwjkDxALGAcSBwjkDxALGAgYASgAsAEAWAFoAZoBNhINU2xpZW1hIENlbnRlcholMHgxMzBlNDUzZWI2MzJkODQzOjB4NjJkYmE5MmUyYTc3ODg3N6IBEwoJL20vMDVmN3B0EgZTbGllbWE&rp=SAI&ap=EgNDRHcwA2gA&ved=0CIEBEMr3BGoYChMIyOrd_5LV7AIVAAAAAB0AAAAAELMI
Nicolaus San Julian,5.0,https://www.google.com/travel/hotels/Sliema%20Center/entity/ChkIi7L4qrK8uYBLGg0vZy8xMWZrdnA0X3M0EAE?utm_campaign=sharing&utm_medium=link&utm_source=htls&hrf=CgUIlgEQACIDRVVSKhYKBwjkDxALGAcSBwjkDxALGAgYASgAsAEAWAFoAZoBNhINU2xpZW1hIENlbnRlcholMHgxMzBlNDUzZWI2MzJkODQzOjB4NjJkYmE5MmUyYTc3ODg3N6IBEwoJL20vMDVmN3B0EgZTbGllbWE&rp=SAI&ap=EgNDRHcwA2gA&ved=0CJMBEMr3BGoYChMIyOrd_5LV7AIVAAAAAB0AAAAAELMI
Googaia Home - Depiro,3.6,https://www.google.com/travel/hotels/Sliema%20Center/entity/ChoI5OSN19_t4JzrARoNL2cvMTFjNWJ0a25tbRAB?utm_campaign=sharing&utm_medium=link&utm_source=htls&hrf=CgUIlgEQACIDRVVSKhYKBwjkDxALGAcSBwjkDxALGAgYASgAsAEAWAFoAZoBNhINU2xpZW1hIENlbnRlcholMHgxMzBlNDUzZWI2MzJkODQzOjB4NjJkYmE5MmUyYTc3ODg3N6IBEwoJL20vMDVmN3B0EgZTbGllbWE&rp=SAI&ap=EgNDRHcwA2gA&ved=0CKUBEMr3BGoYChMIyOrd_5LV7AIVAAAAAB0AAAAAELMI
PeaceHaven#8,3.4,https://www.google.com/travel/hotels/Sliema%20Center/entity/ChkIvMKa6sGEvec2Gg0vZy8xMWNtX2h4eWZsEAE?utm_campaign=sharing&utm_medium=link&utm_source=htls&hrf=CgUIlgEQACIDRVVSKhYKBwjkDxALGAcSBwjkDxALGAgYASgAsAEAWAFoAZoBNhINU2xpZW1hIENlbnRlcholMHgxMzBlNDUzZWI2MzJkODQzOjB4NjJkYmE5MmUyYTc3ODg3N6IBEwoJL20vMDVmN3B0EgZTbGllbWE&rp=SAI&ap=EgNDRHcwA2gA&ved=0CLYBEMr3BGoYChMIyOrd_5LV7AIVAAAAAB0AAAAAELMI
Fine Living Arts&Co.,3.8,https://www.google.com/travel/hotels/Sliema%20Center/entity/ChoIu4ezh6XLjp-AARoNL2cvMTFjMjBzcnhrahAB?utm_campaign=sharing&utm_medium=link&utm_source=htls&hrf=CgUIlgEQACIDRVVSKhYKBwjkDxALGAcSBwjkDxALGAgYASgAsAEAWAFoAZoBNhINU2xpZW1hIENlbnRlcholMHgxMzBlNDUzZWI2MzJkODQzOjB4NjJkYmE5MmUyYTc3ODg3N6IBEwoJL20vMDVmN3B0EgZTbGllbWE&rp=SAI&ap=EgNDRWcwA2gA&ved=0CAkQyvcEahgKEwjI6t3_ktXsAhUAAAAAHQAAAAAQ2gk
Corner Hostel,3.8,https://www.google.com/travel/hotels/Sliema%20Center/entity/ChkI58i14dyf98CBARoML2cvMWhjMjdtMjhwEAE?utm_campaign=sharing&utm_medium=link&utm_source=htls&hrf=CgUIlgEQACIDRVVSKhYKBwjkDxALGAcSBwjkDxALGAgYASgAsAEAWAFoAZoBNhINU2xpZW1hIENlbnRlcholMHgxMzBlNDUzZWI2MzJkODQzOjB4NjJkYmE5MmUyYTc3ODg3N6IBEwoJL20vMDVmN3B0EgZTbGllbWE&rp=SAI&ap=EgNDRWcwA2gA&ved=0CBsQyvcEahgKEwjI6t3_ktXsAhUAAAAAHQAAAAAQ2gk
Maltese Rooms,2.1,https://www.google.com/travel/hotels/Sliema%20Center/entity/ChkI0crr9u7kzs4VGg0vZy8xMWZrZjliZG1nEAE?utm_campaign=sharing&utm_medium=link&utm_source=htls&hrf=CgUIlgEQACIDRVVSKhYKBwjkDxALGAcSBwjkDxALGAgYASgAsAEAWAFoAZoBNhINU2xpZW1hIENlbnRlcholMHgxMzBlNDUzZWI2MzJkODQzOjB4NjJkYmE5MmUyYTc3ODg3N6IBEwoJL20vMDVmN3B0EgZTbGllbWE&rp=SAI&ap=EgNDRWcwA2gA&ved=0CEkQyvcEahgKEwjI6t3_ktXsAhUAAAAAHQAAAAAQ2gk
Sliema Boutique Apartment,4.7,https://www.google.com/travel/hotels/Sliema%20Center/entity/ChoIpfWEw8q4ocLJARoNL2cvMTFiNzNxNjd2ahAB?utm_campaign=sharing&utm_medium=link&utm_source=htls&hrf=CgUIlgEQACIDRVVSKhYKBwjkDxALGAcSBwjkDxALGAgYASgAsAEAWAFoAZoBNhINU2xpZW1hIENlbnRlcholMHgxMzBlNDUzZWI2MzJkODQzOjB4NjJkYmE5MmUyYTc3ODg3N6IBEwoJL20vMDVmN3B0EgZTbGllbWE&rp=SAI&ap=EgNDRWcwA2gA&ved=0CFsQyvcEahgKEwjI6t3_ktXsAhUAAAAAHQAAAAAQ2gk
Seabreeze,4.0,https://www.google.com/travel/hotels/Sliema%20Center/entity/ChoI8f6si7qckbzKARoNL2cvMTFqOHF4OGtqOBAB?utm_campaign=sharing&utm_medium=link&utm_source=htls&hrf=CgUIlgEQACIDRVVSKhYKBwjkDxALGAcSBwjkDxALGAgYASgAsAEAWAFoAZoBNhINU2xpZW1hIENlbnRlcholMHgxMzBlNDUzZWI2MzJkODQzOjB4NjJkYmE5MmUyYTc3ODg3N6IBEwoJL20vMDVmN3B0EgZTbGllbWE&rp=SAI&ap=EgNDRWcwA2gA&ved=0CG0QyvcEahgKEwjI6t3_ktXsAhUAAAAAHQAAAAAQ2gk
Sliema Room Rent Malta,3.8,https://www.google.com/travel/hotels/Sliema%20Center/entity/ChcI3IOZz5KFx7kLGgsvZy8xdndneTU0bRAB?utm_campaign=sharing&utm_medium=link&utm_source=htls&hrf=CgUIlgEQACIDRVVSKhYKBwjkDxALGAcSBwjkDxALGAgYASgAsAEAWAFoAZoBNhINU2xpZW1hIENlbnRlcholMHgxMzBlNDUzZWI2MzJkODQzOjB4NjJkYmE5MmUyYTc3ODg3N6IBEwoJL20vMDVmN3B0EgZTbGllbWE&rp=SAI&ap=EgNDRWcwA2gA&ved=0CJEBEMr3BGoYChMIyOrd_5LV7AIVAAAAAB0AAAAAENoJ
Sliema,5.0,https://www.google.com/travel/hotels/Sliema%20Center/entity/ChkIjc-Gh8XQw-8ZGg0vZy8xMWd5MjZkMGcyEAE?utm_campaign=sharing&utm_medium=link&utm_source=htls&hrf=CgUIlgEQACIDRVVSKhYKBwjkDxALGAcSBwjkDxALGAgYASgAsAEAWAFoAZoBNhINU2xpZW1hIENlbnRlcholMHgxMzBlNDUzZWI2MzJkODQzOjB4NjJkYmE5MmUyYTc3ODg3N6IBEwoJL20vMDVmN3B0EgZTbGllbWE&rp=SAI&ap=EgNDRWcwA2gA&ved=0CJ0BEMr3BGoYChMIyOrd_5LV7AIVAAAAAB0AAAAAENoJ
Tropea court,5.0,https://www.google.com/travel/hotels/Sliema%20Center/entity/ChkIp7TA2Z25v9EXGg0vZy8xMWhfMjZyeHJqEAE?utm_campaign=sharing&utm_medium=link&utm_source=htls&hrf=CgUIlgEQACIDRVVSKhYKBwjkDxALGAcSBwjkDxALGAgYASgAsAEAWAFoAZoBNhINU2xpZW1hIENlbnRlcholMHgxMzBlNDUzZWI2MzJkODQzOjB4NjJkYmE5MmUyYTc3ODg3N6IBEwoJL20vMDVmN3B0EgZTbGllbWE&rp=SAI&ap=EgNDRWcwA2gA&ved=0CKoBEMr3BGoYChMIyOrd_5LV7AIVAAAAAB0AAAAAENoJ
Sliema tastefully furnished penthouse,5.0,https://www.google.com/travel/hotels/Sliema%20Center/entity/ChkIsvz517P7tacyGg0vZy8xMWh6Nm1sMHk2EAE?utm_campaign=sharing&utm_medium=link&utm_source=htls&hrf=CgUIlgEQACIDRVVSKhYKBwjkDxALGAcSBwjkDxALGAgYASgAsAEAWAFoAZoBNhINU2xpZW1hIENlbnRlcholMHgxMzBlNDUzZWI2MzJkODQzOjB4NjJkYmE5MmUyYTc3ODg3N6IBEwoJL20vMDVmN3B0EgZTbGllbWE&rp=SAI&ap=EgNDRlEwA2gA&ved=0CAkQyvcEahgKEwjI6t3_ktXsAhUAAAAAHQAAAAAQlAs
Chalet Apartments,4.5,https://www.google.com/travel/hotels/Sliema%20Center/entity/ChkI6cKKj_yAlPhQGg0vZy8xMWdobmQ3bTkwEAE?utm_campaign=sharing&utm_medium=link&utm_source=htls&hrf=CgUIlgEQACIDRVVSKhYKBwjkDxALGAcSBwjkDxALGAgYASgAsAEAWAFoAZoBNhINU2xpZW1hIENlbnRlcholMHgxMzBlNDUzZWI2MzJkODQzOjB4NjJkYmE5MmUyYTc3ODg3N6IBEwoJL20vMDVmN3B0EgZTbGllbWE&rp=SAI&ap=EgNDRlEwA2gA&ved=0CC0QyvcEahgKEwjI6t3_ktXsAhUAAAAAHQAAAAAQlAs
OspitalitaItaliana SweetHome B&B Sliema,3.7,https://www.google.com/travel/hotels/Sliema%20Center/entity/ChkIruKA0djH8dx8Gg0vZy8xMWcxbG1nOWNsEAE?utm_campaign=sharing&utm_medium=link&utm_source=htls&hrf=CgUIlgEQACIDRVVSKhYKBwjkDxALGAcSBwjkDxALGAgYASgAsAEAWAFoAZoBNhINU2xpZW1hIENlbnRlcholMHgxMzBlNDUzZWI2MzJkODQzOjB4NjJkYmE5MmUyYTc3ODg3N6IBEwoJL20vMDVmN3B0EgZTbGllbWE&rp=SAI&ap=EgNDRlEwA2gA&ved=0CD8QyvcEahgKEwjI6t3_ktXsAhUAAAAAHQAAAAAQlAs
Windsor Point 2,1.0,https://www.google.com/travel/hotels/Sliema%20Center/entity/ChoIm4Lp0Pvxppf5ARoNL2cvMTFmbXpneHYwdxAB?utm_campaign=sharing&utm_medium=link&utm_source=htls&hrf=CgUIlgEQACIDRVVSKhYKBwjkDxALGAcSBwjkDxALGAgYASgAsAEAWAFoAZoBNhINU2xpZW1hIENlbnRlcholMHgxMzBlNDUzZWI2MzJkODQzOjB4NjJkYmE5MmUyYTc3ODg3N6IBEwoJL20vMDVmN3B0EgZTbGllbWE&rp=SAI&ap=EgNDRlEwA2gA&ved=0CEkQyvcEahgKEwjI6t3_ktXsAhUAAAAAHQAAAAAQlAs
Stylish Bedroom in Central Malta,4.5,https://www.google.com/travel/hotels/Sliema%20Center/entity/ChkIoZD_kNGQi7ckGg0vZy8xMWY0d3Q4ejNiEAE?utm_campaign=sharing&utm_medium=link&utm_source=htls&hrf=CgUIlgEQACIDRVVSKhYKBwjkDxALGAcSBwjkDxALGAgYASgAsAEAWAFoAZoBNhINU2xpZW1hIENlbnRlcholMHgxMzBlNDUzZWI2MzJkODQzOjB4NjJkYmE5MmUyYTc3ODg3N6IBEwoJL20vMDVmN3B0EgZTbGllbWE&rp=SAI&ap=EgNDRlEwA2gA&ved=0CFMQyvcEahgKEwjI6t3_ktXsAhUAAAAAHQAAAAAQlAs
Henry's Apartments,3.0,https://www.google.com/travel/hotels/Sliema%20Center/entity/ChkI8YCSm-qDzfjxARoML2cvMWhjNzZnZDgzEAE?utm_campaign=sharing&utm_medium=link&utm_source=htls&hrf=CgUIlgEQACIDRVVSKhYKBwjkDxALGAcSBwjkDxALGAgYASgAsAEAWAFoAZoBNhINU2xpZW1hIENlbnRlcholMHgxMzBlNDUzZWI2MzJkODQzOjB4NjJkYmE5MmUyYTc3ODg3N6IBEwoJL20vMDVmN3B0EgZTbGllbWE&rp=SAI&ap=EgNDR0EwA2gA&ved=0CAkQyvcEahgKEwjI6t3_ktXsAhUAAAAAHQAAAAAQ0Aw
Guest House. Theoria Travel,1.0,https://www.google.com/travel/hotels/Sliema%20Center/entity/ChkI34TZosWJ1P5aGg0vZy8xMWZtcW5qMW44EAE?utm_campaign=sharing&utm_medium=link&utm_source=htls&hrf=CgUIlgEQACIDRVVSKhYKBwjkDxALGAcSBwjkDxALGAgYASgAsAEAWAFoAZoBNhINU2xpZW1hIENlbnRlcholMHgxMzBlNDUzZWI2MzJkODQzOjB4NjJkYmE5MmUyYTc3ODg3N6IBEwoJL20vMDVmN3B0EgZTbGllbWE&rp=SAI&ap=EgNDR0EwA2gA&ved=0CCUQyvcEahgKEwjI6t3_ktXsAhUAAAAAHQAAAAAQ0Aw
